Société "Date de création OMS" "Numéro de commande" "Version" "Statut "
01 "2020-11-25 09:26:01" C01/QEU209A 2020-11-25-09.13.58.901000 400
01 "2020-11-25 09:26:01" C01/QEU213 2020-11-25-09.13.58.947000 400
01 "2020-11-25 09:31:04" C01/QEL564 2020-11-25-09.17.14.919000 400
01 "2020-11-25 09:31:04" C01/QET317B 2020-11-25-09.17.15.479000 400
01 "2020-11-25 09:31:04" C01/QEU219 2020-11-25-09.17.15.609000 1100
01 "2020-11-25 09:31:04" C01/QEU223 2020-11-25-09.17.15.667000 400
01 "2020-11-25 09:31:05" C01/QEU226 2020-11-25-09.17.15.708000 3000
01 "2020-11-25 09:31:05" C01/QEU238 2020-11-25-09.17.15.831000 1100
01 "2020-11-25 09:31:05" C01/QEU239 2020-11-25-09.17.15.985000 3000
01 "2020-11-25 09:31:05" C01/QEU243A 2020-11-25-09.17.16.162000 400
01 "2020-11-25 09:31:05" C01/QEU256 2020-11-25-09.17.16.312000 3000
01 "2020-11-25 09:31:05" C01/QEU257 2020-11-25-09.17.16.508000 3000
01 "2020-11-25 09:31:05" C01/QEU266 2020-11-25-09.17.16.655000 400
01 "2020-11-25 09:31:05" C01/QEU270 2020-11-25-09.17.16.766000 3000
01 "2020-11-25 09:31:04" C01/PHV784 2020-11-25-09.20.32.461000 400
01 "2020-11-25 09:31:05" C01/QEU289 2020-11-25-09.20.33.199000 1100
01 "2020-11-25 09:31:06" C01/QEU299 2020-11-25-09.20.33.338000 1100
01 "2020-11-25 09:31:06" C01/QEU302 2020-11-25-09.20.33.392000 400
01 "2020-11-25 09:31:06" C01/QEU303 2020-11-25-09.20.33.489000 1100
01 "2020-11-25 09:31:06" C01/QEU309 2020-11-25-09.20.33.721000 3000
01 "2020-11-25 09:31:06" C01/QEU310A 2020-11-25-09.20.33.893000 3000
01 "2020-11-25 09:31:06" C01/QEU310C 2020-11-25-09.20.34.006000 400
01 "2020-11-25 09:31:06" C01/QEU319 2020-11-25-09.20.34.065000 3000
01 "2020-11-25 09:31:06" C01/QEU325 2020-11-25-09.20.34.214000 3000
01 "2020-11-25 09:31:06" C01/QEU329 2020-11-25-09.20.34.419000 3000
01 "2020-11-25 09:31:06" C01/QEU332 2020-11-25-09.20.34.585000 1100
01 "2020-11-25 09:31:06" C01/QEU345 2020-11-25-09.20.34.739000 1100
01 "2020-11-25 09:31:06" C01/QEU345A 2020-11-25-09.20.34.835000 400
01 "2020-11-25 09:31:07" C01/QEU347 2020-11-25-09.20.34.957000 3000
01 "2020-11-25 09:31:07" C01/QEU347A 2020-11-25-09.20.35.089000 400
01 "2020-11-25 09:31:07" C01/PHV503 2020-11-25-09.23.50.494000 400
01 "2020-11-25 09:31:07" C01/PQY371 2020-11-25-09.23.50.728000 3000
01 "2020-11-25 09:31:07" C01/PQY371A 2020-11-25-09.23.50.999000 3000
01 "2020-11-25 09:31:07" C01/PQY371B 2020-11-25-09.23.51.146000 3000
01 "2020-11-25 09:31:07" C01/PQY371C 2020-11-25-09.23.51.313000 3000
01 "2020-11-25 09:31:07" C01/QEU354 2020-11-25-09.23.51.654000 1100
01 "2020-11-25 09:31:07" C01/QEU357 2020-11-25-09.23.51.813000 1100
01 "2020-11-25 09:31:08" C01/QEU365 2020-11-25-09.23.51.900000 400
01 "2020-11-25 09:31:08" C01/QEU366 2020-11-25-09.23.52.044000 1100
01 "2020-11-25 09:31:08" C01/QEU368 2020-11-25-09.23.52.209000 400
01 "2020-11-25 09:31:08" C01/QEU377 2020-11-25-09.23.52.314000 3000
01 "2020-11-25 09:31:08" C01/QEU383 2020-11-25-09.23.52.410000 900
01 "2020-11-25 09:31:08" C01/QEU385 2020-11-25-09.23.52.500000 3000
01 "2020-11-25 09:31:08" C01/QEU388 2020-11-25-09.23.52.583000 3000
01 "2020-11-25 09:31:08" C01/QEU395 2020-11-25-09.23.52.672000 3000
01 "2020-11-25 09:31:08" C01/QEU401 2020-11-25-09.23.52.865000 1100
01 "2020-11-25 09:31:08" C01/QEU410 2020-11-25-09.23.53.069000 3000
01 "2020-11-25 09:41:00" C01/PTY275B 2020-11-25-09.27.08.872000 400
01 "2020-11-25 09:41:01" C01/QET537 2020-11-25-09.27.09.065000 400
01 "2020-11-25 09:41:01" C01/QET786 2020-11-25-09.27.09.138000 400
01 "2020-11-25 09:41:01" C01/QEU003 2020-11-25-09.27.09.304000 400
01 "2020-11-25 09:41:01" C01/QEU158 2020-11-25-09.27.09.398000 400
01 "2020-11-25 09:41:01" C01/QEU419 2020-11-25-09.27.09.452000 400
01 "2020-11-25 09:41:01" C01/QEU428 2020-11-25-09.27.09.530000 3000
01 "2020-11-25 09:41:01" C01/QEU433 2020-11-25-09.27.09.624000 3000
01 "2020-11-25 09:41:01" C01/QEU434 2020-11-25-09.27.09.835000 1100
01 "2020-11-25 09:41:01" C01/QEU435 2020-11-25-09.27.10.008000 1100
01 "2020-11-25 09:41:01" C01/QEU436A 2020-11-25-09.27.10.146000 400
01 "2020-11-25 09:41:01" C01/QEU448 2020-11-25-09.27.10.275000 3000
01 "2020-11-25 09:41:01" C01/QEU452 2020-11-25-09.27.10.465000 3000
01 "2020-11-25 09:41:01" C01/QEU464 2020-11-25-09.27.10.660000 1100
01 "2020-11-25 09:41:01" C01/QEU475 2020-11-25-09.27.10.927000 1100
01 "2020-11-25 09:41:01" C01/QEU480 2020-11-25-09.27.11.095000 1100
01 "2020-11-25 09:46:00" C01/PPE085 2020-11-25-09.30.26.369000 400
01 "2020-11-25 09:46:00" C01/PPE085A 2020-11-25-09.30.26.552000 400
01 "2020-11-25 09:46:01" C01/QCM856C 2020-11-25-09.30.26.613000 400
01 "2020-11-25 09:46:01" C01/QEH009 2020-11-25-09.30.26.679000 400
01 "2020-11-25 09:46:01" C01/QEU489 2020-11-25-09.30.26.915000 3000
01 "2020-11-25 09:46:01" C01/QEU490 2020-11-25-09.30.27.042000 3000
01 "2020-11-25 09:46:01" C01/QEU492 2020-11-25-09.30.27.211000 1100
01 "2020-11-25 09:46:01" C01/QEU493 2020-11-25-09.30.27.405000 3000
01 "2020-11-25 09:46:01" C01/QEU502 2020-11-25-09.30.27.543000 3000
01 "2020-11-25 09:46:01" C01/QEU507 2020-11-25-09.30.27.758000 1100
01 "2020-11-25 09:46:01" C01/QEU515 2020-11-25-09.30.27.874000 400
01 "2020-11-25 09:46:02" C01/QEU524 2020-11-25-09.30.27.996000 400
01 "2020-11-25 09:46:02" C01/QEU525 2020-11-25-09.30.28.081000 1100
01 "2020-11-25 09:46:02" C01/QEU525A 2020-11-25-09.30.28.174000 400
01 "2020-11-25 09:46:01" C01/PSK725 2020-11-25-09.33.43.890000 400
01 "2020-11-25 09:46:01" C01/QEU470 2020-11-25-09.33.44.518000 3000
01 "2020-11-25 09:46:02" C01/QEU550 2020-11-25-09.33.44.646000 3000
01 "2020-11-25 09:46:02" C01/QEU563 2020-11-25-09.33.44.724000 400
01 "2020-11-25 09:46:02" C01/QEU571 2020-11-25-09.33.44.852000 1100
01 "2020-11-25 09:46:02" C01/QEU578 2020-11-25-09.33.44.932000 1100
01 "2020-11-25 09:46:02" C01/QEU579 2020-11-25-09.33.45.032000 400
01 "2020-11-25 09:46:02" C01/QEU587 2020-11-25-09.33.45.089000 400
01 "2020-11-25 09:46:02" C01/QEU589 2020-11-25-09.33.45.138000 1100
01 "2020-11-25 09:46:02" C01/QEU593 2020-11-25-09.33.45.181000 400
01 "2020-11-25 09:46:02" C01/QEU598 2020-11-25-09.33.45.315000 1100
01 "2020-11-25 09:46:02" C01/QEU601 2020-11-25-09.33.45.421000 3000
01 "2020-11-25 09:46:02" C01/QEU604 2020-11-25-09.33.45.507000 400
01 "2020-11-25 09:51:01" C01/PVR167 2020-11-25-09.37.01.030000 400
01 "2020-11-25 09:51:01" C01/PYJ609C 2020-11-25-09.37.01.154000 3000
01 "2020-11-25 09:51:01" C01/QCM679 2020-11-25-09.37.01.421000 400
01 "2020-11-25 09:51:01" C01/QCU805 2020-11-25-09.37.01.519000 400
01 "2020-11-25 09:51:01" C01/QDB385A 2020-11-25-09.37.01.671000 400
01 "2020-11-25 09:51:02" C01/QDK521A 2020-11-25-09.37.01.739000 400
01 "2020-11-25 09:51:02" C01/QDM150 2020-11-25-09.37.01.813000 400
01 "2020-11-25 09:51:02" C01/QDN469A 2020-11-25-09.37.01.948000 400
01 "2020-11-25 09:51:02" C01/QDP271A 2020-11-25-09.37.02.015000 400
01 "2020-11-25 09:51:02" C01/QDR951 2020-11-25-09.37.02.072000 400
01 "2020-11-25 09:51:02" C01/QDS006C 2020-11-25-09.37.02.135000 400
01 "2020-11-25 09:51:02" C01/QDW287B 2020-11-25-09.37.02.189000 400
01 "2020-11-25 09:51:02" C01/QEC274A 2020-11-25-09.37.02.338000 400
01 "2020-11-25 09:51:02" C01/QEG994 2020-11-25-09.37.02.408000 400
01 "2020-11-25 09:51:02" C01/QEH251 2020-11-25-09.37.02.534000 400
01 "2020-11-25 09:51:02" C01/QEL648 2020-11-25-09.37.02.614000 400
01 "2020-11-25 09:51:02" C01/QEN933C 2020-11-25-09.37.02.679000 400
01 "2020-11-25 09:51:02" C01/QET562 2020-11-25-09.37.02.735000 400
01 "2020-11-25 09:51:02" C01/QEU603 2020-11-25-09.37.02.893000 1100
01 "2020-11-25 09:51:02" C01/QEU606 2020-11-25-09.37.03.059000 3000
01 "2020-11-25 09:51:02" C01/QEU610 2020-11-25-09.37.03.139000 1100
01 "2020-11-25 09:51:02" C01/QEU610A 2020-11-25-09.37.03.183000 400
01 "2020-11-25 09:51:02" C01/QEU614 2020-11-25-09.37.03.321000 3000
01 "2020-11-25 09:51:03" C01/QEU615 2020-11-25-09.37.03.456000 1100
01 "2020-11-25 09:51:03" C01/QEU617 2020-11-25-09.37.03.547000 1100
01 "2020-11-25 09:51:03" C01/QEU618 2020-11-25-09.37.03.632000 400
01 "2020-11-25 09:51:03" C01/QEU623 2020-11-25-09.37.03.668000 400
01 "2020-11-25 09:51:03" C01/QEU629 2020-11-25-09.37.03.702000 400
01 "2020-11-25 09:51:03" C01/QEU636 2020-11-25-09.37.03.778000 3000
01 "2020-11-25 09:51:03" C01/QEU637 2020-11-25-09.37.03.910000 3000
01 "2020-11-25 09:51:03" C01/QEU642 2020-11-25-09.37.03.989000 1100
01 "2020-11-25 09:51:03" C01/QEU645 2020-11-25-09.37.04.039000 400
01 "2020-11-25 09:51:03" C01/QEU651 2020-11-25-09.37.04.078000 400
01 "2020-11-25 09:51:03" C01/QEU653 2020-11-25-09.37.04.115000 400
01 "2020-11-25 09:51:03" C01/QEU657 2020-11-25-09.37.04.149000 400
01 "2020-11-25 09:51:03" C01/QEU666A 2020-11-25-09.37.04.274000 1100
01 "2020-11-25 09:51:03" C01/LYQ161 2020-11-25-09.40.19.814000 400
01 "2020-11-25 09:51:03" C01/PLY032 2020-11-25-09.40.20.023000 400
01 "2020-11-25 09:51:03" C01/QCN498 2020-11-25-09.40.20.319000 400
01 "2020-11-25 09:51:03" C01/QDJ034E 2020-11-25-09.40.20.426000 400
01 "2020-11-25 09:51:03" C01/QEU676 2020-11-25-09.40.21.481000 1100
01 "2020-11-25 09:51:04" C01/QEU682 2020-11-25-09.40.21.552000 400
01 "2020-11-25 09:51:04" C01/QEU688 2020-11-25-09.40.21.628000 400
01 "2020-11-25 09:51:04" C01/QEU692 2020-11-25-09.40.21.693000 400
01 "2020-11-25 09:51:04" C01/QEU697 2020-11-25-09.40.21.758000 1100
01 "2020-11-25 09:51:04" C01/QEU698 2020-11-25-09.40.21.845000 400
01 "2020-11-25 09:51:04" C01/QEU699 2020-11-25-09.40.21.953000 3000
01 "2020-11-25 09:51:04" C01/QEU711 2020-11-25-09.40.22.163000 1100
01 "2020-11-25 09:51:04" C01/QEU711A 2020-11-25-09.40.22.319000 400
01 "2020-11-25 09:51:04" C01/QEU711B 2020-11-25-09.40.22.370000 400
01 "2020-11-25 09:51:04" C01/QEU711C 2020-11-25-09.40.22.457000 400
01 "2020-11-25 09:51:04" C01/QEU716 2020-11-25-09.40.22.523000 1100
01 "2020-11-25 09:51:04" C01/QEU722 2020-11-25-09.40.22.699000 1100
01 "2020-11-25 09:51:04" C01/QEU723A 2020-11-25-09.40.22.945000 3000
01 "2020-11-25 09:51:04" C01/QEU736 2020-11-25-09.40.23.077000 1100
01 "2020-11-25 10:01:01" C01/PNZ498 2020-11-25-09.43.38.545000 400
01 "2020-11-25 10:01:01" C01/PNZ498A 2020-11-25-09.43.38.762000 400
01 "2020-11-25 10:01:01" C01/PNZ498B 2020-11-25-09.43.38.837000 400
01 "2020-11-25 10:01:01" C01/PNZ665 2020-11-25-09.43.38.910000 400
01 "2020-11-25 10:01:01" C01/PNZ665A 2020-11-25-09.43.38.982000 400
01 "2020-11-25 10:01:01" C01/PNZ665B 2020-11-25-09.43.39.063000 400
01 "2020-11-25 10:01:01" C01/PVE235 2020-11-25-09.43.39.130000 400
01 "2020-11-25 10:01:01" C01/PVE275 2020-11-25-09.43.39.230000 400
01 "2020-11-25 10:01:01" C01/QEU759 2020-11-25-09.43.39.484000 400
01 "2020-11-25 10:01:01" C01/QEU760 2020-11-25-09.43.39.587000 3000
01 "2020-11-25 10:01:01" C01/QEU761 2020-11-25-09.43.39.818000 1100
01 "2020-11-25 10:01:01" C01/QEU767 2020-11-25-09.43.40.036000 3000
01 "2020-11-25 10:01:01" C01/QEU769 2020-11-25-09.43.40.260000 1100
01 "2020-11-25 10:01:01" C01/QEU774 2020-11-25-09.43.40.478000 3000
01 "2020-11-25 10:07:01" C01/NTT767A 2020-11-25-09.46.56.326000 400
01 "2020-11-25 10:07:01" C01/PNZ269 2020-11-25-09.46.56.800000 400
01 "2020-11-25 10:07:01" C01/PNZ269A 2020-11-25-09.46.56.899000 400
01 "2020-11-25 10:07:01" C01/PNZ269B 2020-11-25-09.46.56.974000 400
01 "2020-11-25 10:07:01" C01/PNZ832 2020-11-25-09.46.57.026000 400
01 "2020-11-25 10:07:01" C01/PNZ866 2020-11-25-09.46.57.144000 400
01 "2020-11-25 10:07:01" C01/PNZ866A 2020-11-25-09.46.57.217000 400
01 "2020-11-25 10:07:01" C01/PNZ866B 2020-11-25-09.46.57.270000 400
01 "2020-11-25 10:07:01" C01/PNZ866C 2020-11-25-09.46.57.330000 400
01 "2020-11-25 10:07:02" C01/PNZ893 2020-11-25-09.46.57.406000 400
01 "2020-11-25 10:07:02" C01/PNZ893A 2020-11-25-09.46.57.498000 400
01 "2020-11-25 10:07:02" C01/PZN334A 2020-11-25-09.46.57.571000 400
01 "2020-11-25 10:07:02" C01/QDB449A 2020-11-25-09.46.57.771000 400
01 "2020-11-25 10:07:02" C01/QEA796 2020-11-25-09.46.58.188000 3000
01 "2020-11-25 10:07:02" C01/QEJ476 2020-11-25-09.46.58.319000 400
01 "2020-11-25 10:07:02" C01/QET562A 2020-11-25-09.46.58.482000 400
01 "2020-11-25 10:07:03" C01/QEU191 2020-11-25-09.46.58.547000 400
01 "2020-11-25 10:07:03" C01/QEU773 2020-11-25-09.46.58.756000 1100
01 "2020-11-25 10:07:03" C01/QEU779 2020-11-25-09.46.58.920000 400
01 "2020-11-25 10:07:03" C01/QEU781 2020-11-25-09.46.59.074000 1100
01 "2020-11-25 10:07:03" C01/QEU783 2020-11-25-09.46.59.345000 1100
01 "2020-11-25 10:07:03" C01/QEU787 2020-11-25-09.46.59.501000 400
01 "2020-11-25 10:07:03" C01/QEU790 2020-11-25-09.46.59.680000 1100
01 "2020-11-25 10:07:03" C01/QEU793 2020-11-25-09.46.59.832000 3000
01 "2020-11-25 10:07:03" C01/QEU795 2020-11-25-09.46.59.995000 1100
01 "2020-11-25 10:07:03" C01/QEU805 2020-11-25-09.47.00.195000 400
01 "2020-11-25 10:07:03" C01/QEU809 2020-11-25-09.47.00.360000 1100
01 "2020-11-25 10:07:03" C01/QEU810 2020-11-25-09.47.00.634000 1100
01 "2020-11-25 10:07:03" C01/QEU811 2020-11-25-09.47.00.871000 1100
01 "2020-11-25 10:07:03" C01/QEU811A 2020-11-25-09.47.00.989000 400
01 "2020-11-25 10:07:03" C01/QEU813A 2020-11-25-09.47.01.120000 400
01 "2020-11-25 10:07:01" C01/NTT767 2020-11-25-09.50.16.695000 400
01 "2020-11-25 10:07:01" C01/PGN336 2020-11-25-09.50.16.870000 400
01 "2020-11-25 10:07:01" C01/PGN336A 2020-11-25-09.50.16.977000 400
01 "2020-11-25 10:07:01" C01/PGN336B 2020-11-25-09.50.17.068000 400
01 "2020-11-25 10:07:01" C01/PNZ832A 2020-11-25-09.50.17.156000 400
01 "2020-11-25 10:07:01" C01/PNZ832B 2020-11-25-09.50.17.239000 400
01 "2020-11-25 10:07:02" C01/QAJ877E 2020-11-25-09.50.17.354000 1100
01 "2020-11-25 10:07:03" C01/QEU786 2020-11-25-09.50.17.548000 400
01 "2020-11-25 10:07:03" C01/QEU854 2020-11-25-09.50.17.722000 4000
01 "2020-11-25 10:07:03" C01/QEU857 2020-11-25-09.50.17.906000 400
01 "2020-11-25 10:07:04" C01/QEU866 2020-11-25-09.50.18.052000 3000
01 "2020-11-25 10:07:04" C01/QEU868 2020-11-25-09.50.18.302000 1100
01 "2020-11-25 10:07:04" C01/QEU868A 2020-11-25-09.50.18.458000 400
01 "2020-11-25 10:07:04" C01/QEU887 2020-11-25-09.50.18.571000 3000
01 "2020-11-25 10:07:04" C01/QEU896 2020-11-25-09.50.18.689000 4000
01 "2020-11-25 10:07:00" C01/MNG153 2020-11-25-09.53.34.148000 400
01 "2020-11-25 10:07:00" C01/MNG153H 2020-11-25-09.53.34.396000 400
01 "2020-11-25 10:07:01" C01/NXU688 2020-11-25-09.53.34.550000 400
01 "2020-11-25 10:07:02" C01/PWG128 2020-11-25-09.53.34.744000 1100
01 "2020-11-25 10:07:04" C01/QEU895 2020-11-25-09.53.35.172000 1100
01 "2020-11-25 10:07:04" C01/QEU899 2020-11-25-09.53.35.643000 1100
01 "2020-11-25 10:07:04" C01/QEU901 2020-11-25-09.53.35.866000 1100
01 "2020-11-25 10:07:04" C01/QEU915 2020-11-25-09.53.36.015000 1100
01 "2020-11-25 10:07:04" C01/QEU923 2020-11-25-09.53.36.112000 3000
01 "2020-11-25 10:07:04" C01/QEU924 2020-11-25-09.53.36.170000 400
01 "2020-11-25 10:07:04" C01/QEU926 2020-11-25-09.53.36.276000 3000
01 "2020-11-25 10:07:04" C01/QEU929 2020-11-25-09.53.36.393000 400
01 "2020-11-25 10:07:04" C01/QEU932 2020-11-25-09.53.36.537000 3000
01 "2020-11-25 10:07:04" C01/QEU934 2020-11-25-09.53.36.662000 3000
01 "2020-11-25 10:07:04" C01/QEU935 2020-11-25-09.53.36.808000 1100
01 "2020-11-25 10:07:01" C01/NXU688A 2020-11-25-09.56.52.738000 400
01 "2020-11-25 10:07:01" C01/NXU688B 2020-11-25-09.56.52.853000 1100
01 "2020-11-25 10:07:02" C01/PQK535 2020-11-25-09.56.52.930000 400
01 "2020-11-25 10:07:02" C01/QCV774A 2020-11-25-09.56.53.037000 400
01 "2020-11-25 10:07:02" C01/QCV774B 2020-11-25-09.56.53.241000 400
01 "2020-11-25 10:07:02" C01/QCV774C 2020-11-25-09.56.53.292000 400
01 "2020-11-25 10:07:02" C01/QDF912A 2020-11-25-09.56.53.423000 1100
01 "2020-11-25 10:07:02" C01/QEE251 2020-11-25-09.56.53.584000 400
01 "2020-11-25 10:07:02" C01/QEP363A 2020-11-25-09.56.53.847000 400
01 "2020-11-25 10:07:02" C01/QES063 2020-11-25-09.56.53.901000 400
01 "2020-11-25 10:07:04" C01/QEU946 2020-11-25-09.56.54.112000 1100
01 "2020-11-25 10:07:04" C01/QEU963 2020-11-25-09.56.54.398000 1100
01 "2020-11-25 10:07:05" C01/QEU967 2020-11-25-09.56.54.576000 400
01 "2020-11-25 10:07:05" C01/QEU971 2020-11-25-09.56.54.643000 1100
01 "2020-11-25 10:07:05" C01/QEU978 2020-11-25-09.56.54.761000 3000
01 "2020-11-25 10:07:05" C01/QEU984 2020-11-25-09.56.54.943000 1100
01 "2020-11-25 10:07:05" C01/QEU997 2020-11-25-09.56.55.161000 1100
01 "2020-11-25 10:16:01" C01/PDG478 2020-11-25-10.00.10.986000 900
01 "2020-11-25 10:16:01" C01/QEN837 2020-11-25-10.00.11.255000 1100
01 "2020-11-25 10:16:01" C01/QEV003 2020-11-25-10.00.11.390000 1100
01 "2020-11-25 10:16:01" C01/QEV004 2020-11-25-10.00.11.504000 3000
01 "2020-11-25 10:16:01" C01/QEV008A 2020-11-25-10.00.11.656000 3000
01 "2020-11-25 10:16:01" C01/QEV011 2020-11-25-10.00.11.816000 1100
01 "2020-11-25 10:16:01" C01/QEV014 2020-11-25-10.00.11.926000 1100
01 "2020-11-25 10:16:02" C01/QEV014A 2020-11-25-10.00.11.989000 1100
01 "2020-11-25 10:16:02" C01/QEV022 2020-11-25-10.00.12.102000 1100
01 "2020-11-25 10:16:02" C01/QEV026 2020-11-25-10.00.12.326000 1100
01 "2020-11-25 10:16:02" C01/QEV027 2020-11-25-10.00.12.478000 400
01 "2020-11-25 10:16:02" C01/QEV034 2020-11-25-10.00.12.657000 1100
01 "2020-11-25 10:16:02" C01/QEV042 2020-11-25-10.00.12.815000 1100
01 "2020-11-25 10:16:02" C01/QEV044 2020-11-25-10.00.12.873000 400
01 "2020-11-25 10:16:02" C01/QEV053 2020-11-25-10.00.12.936000 1100
01 "2020-11-25 10:16:02" C01/QEV054 2020-11-25-10.00.13.097000 1100
01 "2020-11-25 10:16:02" C01/QEV056 2020-11-25-10.00.13.252000 1100
01 "2020-11-25 10:16:02" C01/QEV057 2020-11-25-10.00.13.324000 400
01 "2020-11-25 10:16:02" C01/QEV059 2020-11-25-10.00.13.398000 4000
01 "2020-11-25 10:21:00" C01/PTY275 2020-11-25-10.03.29.253000 400
01 "2020-11-25 10:21:00" C01/QEG902B 2020-11-25-10.03.29.457000 400
01 "2020-11-25 10:21:00" C01/QEG902F 2020-11-25-10.03.29.548000 400
01 "2020-11-25 10:21:00" C01/QEG902G 2020-11-25-10.03.29.586000 400
01 "2020-11-25 10:21:00" C01/QEV080 2020-11-25-10.03.29.624000 400
01 "2020-11-25 10:21:00" C01/QEV090 2020-11-25-10.03.29.725000 1100
01 "2020-11-25 10:21:01" C01/QEV092 2020-11-25-10.03.29.912000 1100
01 "2020-11-25 10:21:01" C01/QEV111 2020-11-25-10.03.30.102000 1100
01 "2020-11-25 10:21:01" C01/QEV122 2020-11-25-10.03.30.374000 3000
01 "2020-11-25 10:21:01" C01/QEV125 2020-11-25-10.03.30.560000 1100
01 "2020-11-25 10:21:01" C01/QEV127 2020-11-25-10.03.30.679000 400
01 "2020-11-25 10:21:01" C01/QEV141 2020-11-25-10.03.30.928000 3000
01 "2020-11-25 10:21:01" C01/QEV141A 2020-11-25-10.03.31.022000 400
01 "2020-11-25 10:21:00" C01/PTY275A 2020-11-25-10.06.46.646000 400
01 "2020-11-25 10:21:00" C01/QEG902 2020-11-25-10.06.46.994000 400
01 "2020-11-25 10:21:01" C01/QEV133 2020-11-25-10.06.47.307000 3000
01 "2020-11-25 10:21:01" C01/QEV151 2020-11-25-10.06.47.470000 1100
01 "2020-11-25 10:21:01" C01/QEV152 2020-11-25-10.06.47.695000 1100
01 "2020-11-25 10:21:01" C01/QEV153 2020-11-25-10.06.47.990000 3000
01 "2020-11-25 10:21:01" C01/QEV186 2020-11-25-10.06.48.185000 3000
01 "2020-11-25 10:21:01" C01/QEV187 2020-11-25-10.06.48.335000 1100
01 "2020-11-25 10:21:01" C01/QEV188 2020-11-25-10.06.48.544000 1100
01 "2020-11-25 10:21:01" C01/QEV190 2020-11-25-10.06.48.759000 1100
01 "2020-11-25 10:21:02" C01/QEV191 2020-11-25-10.06.49.005000 1100
01 "2020-11-25 10:21:02" C01/QEV192 2020-11-25-10.06.49.199000 3000
01 "2020-11-25 10:21:02" C01/QEV193 2020-11-25-10.06.49.371000 1100
01 "2020-11-25 10:21:02" C01/QEV197 2020-11-25-10.06.49.519000 3000
01 "2020-11-25 10:21:02" C01/QEV198 2020-11-25-10.06.49.672000 3000
01 "2020-11-25 10:21:02" C01/QEV202 2020-11-25-10.06.49.931000 1100
01 "2020-11-25 10:21:02" C01/QEV205 2020-11-25-10.06.50.203000 3000
01 "2020-11-25 10:21:02" C01/QBH172B 2020-11-25-10.10.06.129000 400
01 "2020-11-25 10:21:02" C01/QBH172C 2020-11-25-10.10.06.265000 400
01 "2020-11-25 10:21:02" C01/QEV071 2020-11-25-10.10.06.465000 3000
01 "2020-11-25 10:21:02" C01/QEV216 2020-11-25-10.10.07.223000 1100
01 "2020-11-25 10:21:02" C01/QEV221 2020-11-25-10.10.07.405000 400
01 "2020-11-25 10:21:02" C01/QEV221B 2020-11-25-10.10.07.539000 400
01 "2020-11-25 10:21:02" C01/QEV224 2020-11-25-10.10.07.646000 1100
01 "2020-11-25 10:21:02" C01/QEV226 2020-11-25-10.10.07.805000 3000
01 "2020-11-25 10:21:02" C01/QEV230 2020-11-25-10.10.07.968000 1100
01 "2020-11-25 10:21:02" C01/QEV233 2020-11-25-10.10.08.092000 400
01 "2020-11-25 10:21:02" C01/QEV241 2020-11-25-10.10.08.263000 1100
01 "2020-11-25 10:21:03" C01/QEV250 2020-11-25-10.10.08.534000 1100
01 "2020-11-25 10:21:03" C01/QEV252 2020-11-25-10.10.08.826000 1100
01 "2020-11-25 10:21:03" C01/QEV253 2020-11-25-10.10.09.001000 400
01 "2020-11-25 10:21:03" C01/QEV253A 2020-11-25-10.10.09.050000 400
01 "2020-11-25 10:26:02" C01/QDY384B 2020-11-25-10.13.24.778000 4000
01 "2020-11-25 10:26:02" C01/QEV270 2020-11-25-10.13.25.036000 3000
01 "2020-11-25 10:26:02" C01/QEV272 2020-11-25-10.13.25.328000 3000
01 "2020-11-25 10:26:02" C01/QEV287 2020-11-25-10.13.25.538000 1100
01 "2020-11-25 10:26:02" C01/QEV293 2020-11-25-10.13.25.655000 1100
01 "2020-11-25 10:26:02" C01/QEV297 2020-11-25-10.13.25.796000 1100
01 "2020-11-25 10:31:02" C01/PSX366 2020-11-25-10.16.41.496000 400
01 "2020-11-25 10:31:02" C01/PSX366A 2020-11-25-10.16.41.603000 400
01 "2020-11-25 10:31:02" C01/PSX392 2020-11-25-10.16.41.686000 400
01 "2020-11-25 10:31:02" C01/PSX392A 2020-11-25-10.16.41.763000 400
01 "2020-11-25 10:31:02" C01/QCJ874H 2020-11-25-10.16.42.068000 1100
01 "2020-11-25 10:31:02" C01/QEV256 2020-11-25-10.16.42.198000 400
01 "2020-11-25 10:31:03" C01/QEV313 2020-11-25-10.16.42.564000 3000
01 "2020-11-25 10:31:03" C01/QEV316 2020-11-25-10.16.42.773000 1100
01 "2020-11-25 10:31:03" C01/QEV318 2020-11-25-10.16.42.931000 400
01 "2020-11-25 10:31:03" C01/QEV324A 2020-11-25-10.16.43.099000 1100
01 "2020-11-25 10:31:03" C01/QEV350 2020-11-25-10.16.43.215000 1100
01 "2020-11-25 10:31:03" C01/QEV351 2020-11-25-10.16.43.284000 400
01 "2020-11-25 10:36:00" C01/PVM411 2020-11-25-10.19.58.803000 1100
01 "2020-11-25 10:36:00" C01/PVM411A 2020-11-25-10.19.59.080000 3000
01 "2020-11-25 10:36:01" C01/PXU122 2020-11-25-10.19.59.180000 400
01 "2020-11-25 10:36:01" C01/QEP051 2020-11-25-10.19.59.569000 400
01 "2020-11-25 10:36:01" C01/QEV327 2020-11-25-10.19.59.891000 3000
01 "2020-11-25 10:36:01" C01/QEV343 2020-11-25-10.20.00.125000 3000
01 "2020-11-25 10:36:01" C01/QEV366 2020-11-25-10.20.00.436000 1100
